Freq.	V(n009)
4.79733448636672e+000	(-4.36832228815208e-002dB,-6.18565077699722e-002°)
4.80839348449711e+000	(-4.36832235550028e-002dB,-6.19991017473157e-002°)
4.81947797625110e+000	(-4.36832242315533e-002dB,-6.21420244377276e-002°)
4.83058802039755e+000	(-4.36832249112837e-002dB,-6.22852765989677e-002°)
4.84172367584082e+000	(-4.36832255941320e-002dB,-6.24288589905483e-002°)
4.85288500162103e+000	(-4.36832262801078e-002dB,-6.25727723737262e-002°)
4.86407205691444e+000	(-4.36832269692558e-002dB,-6.27170175115177e-002°)
4.87528490103369e+000	(-4.36832276615935e-002dB,-6.28615951686948e-002°)
4.88652359342816e+000	(-4.36832283571178e-002dB,-6.30065061117939e-002°)
4.89778819368428e+000	(-4.36832290558617e-002dB,-6.31517511091198e-002°)
4.90907876152585e+000	(-4.36832297578108e-002dB,-6.32973309307453e-002°)
4.92039535681433e+000	(-4.36832304630367e-002dB,-6.34432463485212e-002°)
4.93173803954918e+000	(-4.36832311715045e-002dB,-6.35894981360759e-002°)
4.94310686986817e+000	(-4.36832318832133e-002dB,-6.37360870688231e-002°)
4.95450190804772e+000	(-4.36832325982377e-002dB,-6.38830139239612e-002°)
4.96592321450318e+000	(-4.36832333165845e-002dB,-6.40302794804823e-002°)
4.97737084978918e+000	(-4.36832340381926e-002dB,-6.41778845191744e-002°)
4.98884487459994e+000	(-4.36832347631453e-002dB,-6.43258298226243e-002°)
5.00034534976960e+000	(-4.36832354914786e-002dB,-6.44741161752225e-002°)
5.01187233627254e+000	(-4.36832362231431e-002dB,-6.46227443631700e-002°)
5.02342589522368e+000	(-4.36832369582006e-002dB,-6.47717151744771e-002°)
5.03500608787886e+000	(-4.36832376966290e-002dB,-6.49210293989734e-002°)
5.04661297563510e+000	(-4.36832384384757e-002dB,-6.50706878283083e-002°)
5.05824662003095e+000	(-4.36832391837417e-002dB,-6.52206912559550e-002°)
5.06990708274685e+000	(-4.36832399324813e-002dB,-6.53710404772163e-002°)
5.08159442560541e+000	(-4.36832406846567e-002dB,-6.55217362892306e-002°)
5.09330871057176e+000	(-4.36832414403163e-002dB,-6.56727794909704e-002°)
5.10504999975387e+000	(-4.36832421994020e-002dB,-6.58241708832530e-002°)
5.11681835540289e+000	(-4.36832429620669e-002dB,-6.59759112687396e-002°)
5.12861383991346e+000	(-4.36832437282063e-002dB,-6.61280014519429e-002°)
5.14043651582407e+000	(-4.36832444979075e-002dB,-6.62804422392305e-002°)
5.15228644581737e+000	(-4.36832452711473e-002dB,-6.64332344388277e-002°)
5.16416369272052e+000	(-4.36832460479730e-002dB,-6.65863788608229e-002°)
5.17606831950548e+000	(-4.36832468283644e-002dB,-6.67398763171744e-002°)
5.18800038928941e+000	(-4.36832476123495e-002dB,-6.68937276217096e-002°)
5.19995996533496e+000	(-4.36832483999643e-002dB,-6.70479335901317e-002°)
5.21194711105061e+000	(-4.36832491912251e-002dB,-6.72024950400273e-002°)
5.22396188999100e+000	(-4.36832499861398e-002dB,-6.73574127908640e-002°)
5.23600436585730e+000	(-4.36832507847161e-002dB,-6.75126876640014e-002°)
5.24807460249753e+000	(-4.36832515869647e-002dB,-6.76683204826917e-002°)
5.26017266390686e+000	(-4.36832523929368e-002dB,-6.78243120720839e-002°)
5.27229861422803e+000	(-4.36832532026394e-002dB,-6.79806632592300e-002°)
5.28445251775160e+000	(-4.36832540160433e-002dB,-6.81373748730902e-002°)
5.29663443891638e+000	(-4.36832548332242e-002dB,-6.82944477445300e-002°)
5.30884444230968e+000	(-4.36832556541819e-002dB,-6.84518827063389e-002°)
5.32108259266774e+000	(-4.36832564789138e-002dB,-6.86096805932174e-002°)
5.33334895487600e+000	(-4.36832573074167e-002dB,-6.87678422417958e-002°)
5.34564359396951e+000	(-4.36832581398487e-002dB,-6.89263684906320e-002°)
5.35796657513321e+000	(-4.36832589760780e-002dB,-6.90852601802153e-002°)
5.37031796370232e+000	(-4.36832598161055e-002dB,-6.92445181529757e-002°)
5.38269782516268e+000	(-4.36832606600602e-002dB,-6.94041432532806e-002°)
5.39510622515107e+000	(-4.36832615079188e-002dB,-6.95641363274479e-002°)
5.40754322945560e+000	(-4.36832623596513e-002dB,-6.97244982237448e-002°)
5.42000890401603e+000	(-4.36832632153536e-002dB,-6.98852297923933e-002°)
5.43250331492412e+000	(-4.36832640750111e-002dB,-7.00463318855757e-002°)
5.44502652842400e+000	(-4.36832649386083e-002dB,-7.02078053574429e-002°)
5.45757861091250e+000	(-4.36832658061900e-002dB,-7.03696510641070e-002°)
5.47015962893950e+000	(-4.36832666777743e-002dB,-7.05318698636613e-002°)
5.48276964920832e+000	(-4.36832675534109e-002dB,-7.06944626161700e-002°)
5.49540873857603e+000	(-4.36832684330734e-002dB,-7.08574301836859e-002°)
5.50807696405382e+000	(-4.36832693168027e-002dB,-7.10207734302477e-002°)
5.52077439280736e+000	(-4.36832702046103e-002dB,-7.11844932218834e-002°)
5.53350109215715e+000	(-4.36832710964924e-002dB,-7.13485904266199e-002°)
5.54625712957889e+000	(-4.36832719925178e-002dB,-7.15130659144841e-002°)
5.55904257270382e+000	(-4.36832728926991e-002dB,-7.16779205575071e-002°)
5.57185748931908e+000	(-4.36832737969810e-002dB,-7.18431552297358e-002°)
5.58470194736809e+000	(-4.36832747054430e-002dB,-7.20087708072249e-002°)
5.59757601495088e+000	(-4.36832756181433e-002dB,-7.21747681680516e-002°)
5.61047976032448e+000	(-4.36832765350285e-002dB,-7.23411481923183e-002°)
5.62341325190327e+000	(-4.36832774561569e-002dB,-7.25079117621549e-002°)
5.63637655825932e+000	(-4.36832783815429e-002dB,-7.26750597617265e-002°)
5.64936974812280e+000	(-4.36832793111788e-002dB,-7.28425930772344e-002°)
5.66239289038231e+000	(-4.36832802450850e-002dB,-7.30105125969239e-002°)
5.67544605408525e+000	(-4.36832811833283e-002dB,-7.31788192110857e-002°)
5.68852930843819e+000	(-4.36832821259378e-002dB,-7.33475138120679e-002°)
5.70164272280725e+000	(-4.36832830728437e-002dB,-7.35165972942702e-002°)
5.71478636671844e+000	(-4.36832840241177e-002dB,-7.36860705541570e-002°)
5.72796030985806e+000	(-4.36832849798277e-002dB,-7.38559344902586e-002°)
5.74116462207305e+000	(-4.36832859399398e-002dB,-7.40261900031766e-002°)
5.75439937337134e+000	(-4.36832869044743e-002dB,-7.41968379955899e-002°)
5.76766463392228e+000	(-4.36832878734534e-002dB,-7.43678793722556e-002°)
5.78096047405695e+000	(-4.36832888468822e-002dB,-7.45393150400196e-002°)
5.79428696426858e+000	(-4.36832898248331e-002dB,-7.47111459078153e-002°)
5.80764417521289e+000	(-4.36832908073122e-002dB,-7.48833728866743e-002°)
5.82103217770848e+000	(-4.36832917942970e-002dB,-7.50559968897263e-002°)
5.83445104273721e+000	(-4.36832927858554e-002dB,-7.52290188322054e-002°)
5.84790084144457e+000	(-4.36832937819854e-002dB,-7.54024396314595e-002°)
5.86138164514005e+000	(-4.36832947827259e-002dB,-7.55762602069461e-002°)
5.87489352529753e+000	(-4.36832957880429e-002dB,-7.57504814802458e-002°)
5.88843655355565e+000	(-4.36832967980663e-002dB,-7.59251043750610e-002°)
5.90201080171820e+000	(-4.36832978127118e-002dB,-7.61001298172270e-002°)
5.91561634175450e+000	(-4.36832988320433e-002dB,-7.62755587347095e-002°)
5.92925324579975e+000	(-4.36832998560443e-002dB,-7.64513920576172e-002°)
5.94292158615548e+000	(-4.36833008848719e-002dB,-7.66276307181982e-002°)
5.95662143528986e+000	(-4.36833019183604e-002dB,-7.68042756508552e-002°)
5.97035286583812e+000	(-4.36833029566502e-002dB,-7.69813277921396e-002°)
5.98411595060295e+000	(-4.36833039997355e-002dB,-7.71587880807660e-002°)
5.99791076255485e+000	(-4.36833050476126e-002dB,-7.73366574576106e-002°)
6.01173737483253e+000	(-4.36833061003423e-002dB,-7.75149368657190e-002°)
6.02559586074333e+000	(-4.36833071579132e-002dB,-7.76936272503110e-002°)
6.03948629376355e+000	(-4.36833082203785e-002dB,-7.78727295587857e-002°)
6.05340874753888e+000	(-4.36833092877469e-002dB,-7.80522447407260e-002°)
6.06736329588480e+000	(-4.36833103600620e-002dB,-7.82321737479009e-002°)
6.08135001278693e+000	(-4.36833114372997e-002dB,-7.84125175342804e-002°)
6.09536897240144e+000	(-4.36833125195413e-002dB,-7.85932770560253e-002°)
6.10942024905547e+000	(-4.36833136067276e-002dB,-7.87744532715074e-002°)
6.12350391724748e+000	(-4.36833146990023e-002dB,-7.89560471413046e-002°)
6.13762005164769e+000	(-4.36833157962673e-002dB,-7.91380596282075e-002°)
6.15176872709842e+000	(-4.36833168985769e-002dB,-7.93204916972306e-002°)
6.16595001861456e+000	(-4.36833180060426e-002dB,-7.95033443156100e-002°)
6.18016400138390e+000	(-4.36833191185772e-002dB,-7.96866184528106e-002°)
6.19441075076755e+000	(-4.36833202362378e-002dB,-7.98703150805356e-002°)
6.20869034230037e+000	(-4.36833213590933e-002dB,-8.00544351727257e-002°)
6.22300285169133e+000	(-4.36833224870719e-002dB,-8.02389797055667e-002°)
6.23734835482393e+000	(-4.36833236203074e-002dB,-8.04239496574973e-002°)
6.25172692775659e+000	(-4.36833247587677e-002dB,-8.06093460092064e-002°)
6.26613864672309e+000	(-4.36833259024928e-002dB,-8.07951697436503e-002°)
6.28058358813291e+000	(-4.36833270514941e-002dB,-8.09814218460465e-002°)
6.29506182857171e+000	(-4.36833282057736e-002dB,-8.11681033038845e-002°)
6.30957344480166e+000	(-4.36833293654020e-002dB,-8.13552151069326e-002°)
6.32411851376192e+000	(-4.36833305303794e-002dB,-8.15427582472387e-002°)
6.33869711256900e+000	(-4.36833317007174e-002dB,-8.17307337191354e-002°)
6.35330931851717e+000	(-4.36833328764887e-002dB,-8.19191425192529e-002°)
6.36795520907889e+000	(-4.36833340576613e-002dB,-8.21079856465152e-002°)
6.38263486190521e+000	(-4.36833352442836e-002dB,-8.22972641021497e-002°)
6.39734835482621e+000	(-4.36833364363809e-002dB,-8.24869788896904e-002°)
6.41209576585134e+000	(-4.36833376340249e-002dB,-8.26771310149879e-002°)
6.42687717316992e+000	(-4.36833388371631e-002dB,-8.28677214862109e-002°)
6.44169265515150e+000	(-4.36833400458665e-002dB,-8.30587513138487e-002°)
6.45654229034628e+000	(-4.36833412601175e-002dB,-8.32502215107247e-002°)
6.47142615748555e+000	(-4.36833424799908e-002dB,-8.34421330919926e-002°)
6.48634433548210e+000	(-4.36833437055271e-002dB,-8.36344870751504e-002°)
6.50129690343063e+000	(-4.36833449366759e-002dB,-8.38272844800389e-002°)
6.51628394060814e+000	(-4.36833461735148e-002dB,-8.40205263288519e-002°)
6.53130552647444e+000	(-4.36833474160953e-002dB,-8.42142136461361e-002°)
6.54636174067247e+000	(-4.36833486643891e-002dB,-8.44083474588038e-002°)
6.56145266302877e+000	(-4.36833499184282e-002dB,-8.46029287961346e-002°)
6.57657837355392e+000	(-4.36833511782612e-002dB,-8.47979586897781e-002°)
6.59173895244293e+000	(-4.36833524439190e-002dB,-8.49934381737624e-002°)
6.60693448007567e+000	(-4.36833537154316e-002dB,-8.51893682845023e-002°)
6.62216503701733e+000	(-4.36833549927827e-002dB,-8.53857500607986e-002°)
6.63743070401880e+000	(-4.36833562760788e-002dB,-8.55825845438477e-002°)
6.65273156201712e+000	(-4.36833575652482e-002dB,-8.57798727772478e-002°)
6.66806769213593e+000	(-4.36833588603906e-002dB,-8.59776158070011e-002°)
6.68343917568585e+000	(-4.36833601615237e-002dB,-8.61758146815202e-002°)
6.69884609416497e+000	(-4.36833614686628e-002dB,-8.63744704516362e-002°)
6.71428852925923e+000	(-4.36833627817702e-002dB,-8.65735841706040e-002°)
6.72976656284288e+000	(-4.36833641010086e-002dB,-8.67731568941039e-002°)
6.74528027697892e+000	(-4.36833654262939e-002dB,-8.69731896802506e-002°)
6.76082975391952e+000	(-4.36833667577141e-002dB,-8.71736835895968e-002°)
6.77641507610645e+000	(-4.36833680952615e-002dB,-8.73746396851428e-002°)
6.79203632617155e+000	(-4.36833694390292e-002dB,-8.75760590323370e-002°)
6.80769358693711e+000	(-4.36833707889958e-002dB,-8.77779426990857e-002°)
6.82338694141639e+000	(-4.36833721451614e-002dB,-8.79802917557538e-002°)
6.83911647281399e+000	(-4.36833735075986e-002dB,-8.81831072751805e-002°)
6.85488226452631e+000	(-4.36833748763520e-002dB,-8.83863903326682e-002°)
6.87068440014202e+000	(-4.36833762513876e-002dB,-8.85901420060076e-002°)
6.88652296344246e+000	(-4.36833776327638e-002dB,-8.87943633754672e-002°)
6.90239803840211e+000	(-4.36833790205172e-002dB,-8.89990555238096e-002°)
6.91830970918906e+000	(-4.36833804147118e-002dB,-8.92042195362921e-002°)
6.93425806016538e+000	(-4.36833818152982e-002dB,-8.94098565006750e-002°)
6.95024317588766e+000	(-4.36833832223607e-002dB,-8.96159675072222e-002°)
6.96626514110738e+000	(-4.36833846359411e-002dB,-8.98225536487168e-002°)
6.98232404077140e+000	(-4.36833860560169e-002dB,-9.00296160204561e-002°)
6.99841996002242e+000	(-4.36833874826794e-002dB,-9.02371557202645e-002°)
7.01455298419940e+000	(-4.36833889159188e-002dB,-9.04451738484983e-002°)
7.03072319883802e+000	(-4.36833903557749e-002dB,-9.06536715080476e-002°)
7.04693068967115e+000	(-4.36833918022447e-002dB,-9.08626498043469e-002°)
7.06317554262930e+000	(-4.36833932554174e-002dB,-9.10721098453776e-002°)
7.07945784384106e+000	(-4.36833947152911e-002dB,-9.12820527416771e-002°)
7.09577767963357e+000	(-4.36833961819025e-002dB,-9.14924796063396e-002°)
7.11213513653297e+000	(-4.36833976552926e-002dB,-9.17033915550299e-002°)
7.12853030126487e+000	(-4.36833991355037e-002dB,-9.19147897059819e-002°)
7.14496326075481e+000	(-4.36834006225089e-002dB,-9.21266751800071e-002°)
7.16143410212869e+000	(-4.36834021163624e-002dB,-9.23390491005006e-002°)
7.17794291271329e+000	(-4.36834036171271e-002dB,-9.25519125934484e-002°)
7.19448978003667e+000	(-4.36834051248264e-002dB,-9.27652667874319e-002°)
7.21107479182867e+000	(-4.36834066395146e-002dB,-9.29791128136340e-002°)
7.22769803602137e+000	(-4.36834081611790e-002dB,-9.31934518058447e-002°)
7.24435960074957e+000	(-4.36834096898331e-002dB,-9.34082849004678e-002°)
7.26105957435122e+000	(-4.36834112255856e-002dB,-9.36236132365268e-002°)
7.27779804536791e+000	(-4.36834127684229e-002dB,-9.38394379556721e-002°)
7.29457510254535e+000	(-4.36834143183818e-002dB,-9.40557602021850e-002°)
7.31139083483384e+000	(-4.36834158754342e-002dB,-9.42725811229841e-002°)
7.32824533138870e+000	(-4.36834174397448e-002dB,-9.44899018676321e-002°)
7.34513868157081e+000	(-4.36834190112537e-002dB,-9.47077235883414e-002°)
7.36207097494702e+000	(-4.36834205900236e-002dB,-9.49260474399836e-002°)
7.37904230129067e+000	(-4.36834221760412e-002dB,-9.51448745800877e-002°)
7.39605275058204e+000	(-4.36834237694266e-002dB,-9.53642061688541e-002°)
7.41310241300883e+000	(-4.36834253701700e-002dB,-9.55840433691584e-002°)
7.43019137896667e+000	(-4.36834269782648e-002dB,-9.58043873465542e-002°)
7.44731973905954e+000	(-4.36834285938175e-002dB,-9.60252392692820e-002°)
7.46448758410032e+000	(-4.36834302167834e-002dB,-9.62466003082803e-002°)
7.48169500511120e+000	(-4.36834318472694e-002dB,-9.64684716371816e-002°)
7.49894209332421e+000	(-4.36834334852956e-002dB,-9.66908544323241e-002°)
7.51622894018170e+000	(-4.36834351308718e-002dB,-9.69137498727630e-002°)
7.53355563733682e+000	(-4.36834367840262e-002dB,-9.71371591402635e-002°)
7.55092227665399e+000	(-4.36834384448002e-002dB,-9.73610834193235e-002°)
7.56832895020939e+000	(-4.36834401132523e-002dB,-9.75855238971639e-002°)
7.58577575029148e+000	(-4.36834417894306e-002dB,-9.78104817637479e-002°)
7.60326276940146e+000	(-4.36834434733189e-002dB,-9.80359582117785e-002°)
7.62079010025376e+000	(-4.36834451650140e-002dB,-9.82619544367110e-002°)
7.63835783577655e+000	(-4.36834468644956e-002dB,-9.84884716367524e-002°)
7.65596606911220e+000	(-4.36834485718295e-002dB,-9.87155110128761e-002°)
7.67361489361783e+000	(-4.36834502870353e-002dB,-9.89430737688233e-002°)
7.69130440286573e+000	(-4.36834520101340e-002dB,-9.91711611111082e-002°)
7.70903469064394e+000	(-4.36834537412044e-002dB,-9.93997742490268e-002°)
7.72680585095666e+000	(-4.36834554802745e-002dB,-9.96289143946640e-002°)
7.74461797802482e+000	(-4.36834572273782e-002dB,-9.98585827628978e-002°)
7.76247116628655e+000	(-4.36834589825329e-002dB,-1.00088780571407e-001°)
7.78036551039767e+000	(-4.36834607457997e-002dB,-1.00319509040677e-001°)
7.79830110523222e+000	(-4.36834625172010e-002dB,-1.00550769394008e-001°)
7.81627804588293e+000	(-4.36834642967793e-002dB,-1.00782562857519e-001°)
7.83429642766175e+000	(-4.36834660845657e-002dB,-1.01014890660157e-001°)
7.85235634610034e+000	(-4.36834678806057e-002dB,-1.01247754033699e-001°)
7.87045789695061e+000	(-4.36834696849439e-002dB,-1.01481154212765e-001°)
7.88860117618517e+000	(-4.36834714976151e-002dB,-1.01715092434820e-001°)
7.90678627999787e+000	(-4.36834733186185e-002dB,-1.01949569940181e-001°)
7.92501330480434e+000	(-4.36834751480491e-002dB,-1.02184587972023e-001°)
7.94328234724244e+000	(-4.36834769859212e-002dB,-1.02420147776390e-001°)
7.96159350417281e+000	(-4.36834788322728e-002dB,-1.02656250602196e-001°)
7.97994687267938e+000	(-4.36834806871707e-002dB,-1.02892897701234e-001°)
7.99834255006990e+000	(-4.36834825506198e-002dB,-1.03130090328184e-001°)
8.01678063387641e+000	(-4.36834844226345e-002dB,-1.03367829740618e-001°)
8.03526122185579e+000	(-4.36834863033168e-002dB,-1.03606117199006e-001°)
8.05378441199028e+000	(-4.36834881926858e-002dB,-1.03844953966728e-001°)
8.07235030248799e+000	(-4.36834900907989e-002dB,-1.04084341310067e-001°)
8.09095899178343e+000	(-4.36834919976425e-002dB,-1.04324280498235e-001°)
8.10961057853802e+000	(-4.36834939132960e-002dB,-1.04564772803365e-001°)
8.12830516164060e+000	(-4.36834958377798e-002dB,-1.04805819500523e-001°)
8.14704284020800e+000	(-4.36834977711646e-002dB,-1.05047421867713e-001°)
8.16582371358553e+000	(-4.36834997134786e-002dB,-1.05289581185892e-001°)
8.18464788134750e+000	(-4.36835016647197e-002dB,-1.05532298738957e-001°)
8.20351544329778e+000	(-4.36835036249928e-002dB,-1.05775575813781e-001°)
8.22242649947031e+000	(-4.36835055942899e-002dB,-1.06019413700187e-001°)
8.24138115012962e+000	(-4.36835075727324e-002dB,-1.06263813690984e-001°)
8.26037949577138e+000	(-4.36835095602745e-002dB,-1.06508777081955e-001°)
8.27942163712294e+000	(-4.36835115569852e-002dB,-1.06754305171873e-001°)
8.29850767514382e+000	(-4.36835135629362e-002dB,-1.07000399262502e-001°)
8.31763771102630e+000	(-4.36835155780876e-002dB,-1.07247060658610e-001°)
8.33681184619593e+000	(-4.36835176025637e-002dB,-1.07494290667968e-001°)
8.35603018231207e+000	(-4.36835196364447e-002dB,-1.07742090601369e-001°)
8.37529282126841e+000	(-4.36835216796445e-002dB,-1.07990461772621e-001°)
8.39459986519356e+000	(-4.36835237323124e-002dB,-1.08239405498564e-001°)
8.41395141645154e+000	(-4.36835257944201e-002dB,-1.08488923099073e-001°)
8.43334757764234e+000	(-4.36835278660927e-002dB,-1.08739015897065e-001°)
8.45278845160248e+000	(-4.36835299473061e-002dB,-1.08989685218511e-001°)
8.47227414140554e+000	(-4.36835320381329e-002dB,-1.09240932392428e-001°)
8.49180475036272e+000	(-4.36835341385943e-002dB,-1.09492758750909e-001°)
8.51138038202334e+000	(-4.36835362487458e-002dB,-1.09745165629110e-001°)
8.53100114017547e+000	(-4.36835383686598e-002dB,-1.09998154365271e-001°)
8.55066712884641e+000	(-4.36835404983298e-002dB,-1.10251726300708e-001°)
8.57037845230327e+000	(-4.36835426378816e-002dB,-1.10505882779835e-001°)
8.59013521505353e+000	(-4.36835447872493e-002dB,-1.10760625150168e-001°)
8.60993752184558e+000	(-4.36835469465823e-002dB,-1.11015954762323e-001°)
8.62978547766927e+000	(-4.36835491158387e-002dB,-1.11271872970033e-001°)
8.64967918775650e+000	(-4.36835512951690e-002dB,-1.11528381130150e-001°)
8.66961875758173e+000	(-4.36835534845139e-002dB,-1.11785480602657e-001°)
8.68960429286258e+000	(-4.36835556839780e-002dB,-1.12043172750669e-001°)
8.70963589956037e+000	(-4.36835578935635e-002dB,-1.12301458940441e-001°)
8.72971368388068e+000	(-4.36835601134194e-002dB,-1.12560340541386e-001°)
8.74983775227392e+000	(-4.36835623434790e-002dB,-1.12819818926065e-001°)
8.77000821143590e+000	(-4.36835645838226e-002dB,-1.13079895470209e-001°)
8.79022516830840e+000	(-4.36835668344959e-002dB,-1.13340571552717e-001°)
8.81048873007969e+000	(-4.36835690955986e-002dB,-1.13601848555667e-001°)
8.83079900418518e+000	(-4.36835713670871e-002dB,-1.13863727864325e-001°)
8.85115609830791e+000	(-4.36835736491088e-002dB,-1.14126210867147e-001°)
8.87156012037916e+000	(-4.36835759416258e-002dB,-1.14389298955795e-001°)
8.89201117857903e+000	(-4.36835782447449e-002dB,-1.14652993525134e-001°)
8.91250938133700e+000	(-4.36835805584997e-002dB,-1.14917295973246e-001°)
8.93305483733250e+000	(-4.36835828829341e-002dB,-1.15182207701438e-001°)
8.95364765549548e+000	(-4.36835852180907e-002dB,-1.15447730114246e-001°)
8.97428794500703e+000	(-4.36835875640227e-002dB,-1.15713864619440e-001°)
8.99497581529989e+000	(-4.36835899207815e-002dB,-1.15980612628044e-001°)
9.01571137605911e+000	(-4.36835922884146e-002dB,-1.16247975554326e-001°)
9.03649473722255e+000	(-4.36835946669656e-002dB,-1.16515954815817e-001°)
9.05732600898154e+000	(-4.36835970565674e-002dB,-1.16784551833318e-001°)
9.07820530178139e+000	(-4.36835994571365e-002dB,-1.17053768030904e-001°)
9.09913272632205e+000	(-4.36836018687911e-002dB,-1.17323604835934e-001°)
9.12010839355863e+000	(-4.36836042915857e-002dB,-1.17594063679051e-001°)
9.14113241470203e+000	(-4.36836067255375e-002dB,-1.17865145994207e-001°)
9.16220490121953e+000	(-4.36836091707766e-002dB,-1.18136853218648e-001°)
9.18332596483534e+000	(-4.36836116272621e-002dB,-1.18409186792945e-001°)
9.20449571753124e+000	(-4.36836140951142e-002dB,-1.18682148160979e-001°)
9.22571427154716e+000	(-4.36836165743321e-002dB,-1.18955738769965e-001°)
9.24698173938175e+000	(-4.36836190650174e-002dB,-1.19229960070451e-001°)
9.26829823379301e+000	(-4.36836215671653e-002dB,-1.19504813516338e-001°)
9.28966386779888e+000	(-4.36836240809096e-002dB,-1.19780300564865e-001°)
9.31107875467782e+000	(-4.36836266061979e-002dB,-1.20056422676641e-001°)
9.33254300796943e+000	(-4.36836291431746e-002dB,-1.20333181315636e-001°)
9.35405674147503e+000	(-4.36836316918717e-002dB,-1.20610577949197e-001°)
9.37562006925832e+000	(-4.36836342523192e-002dB,-1.20888614048054e-001°)
9.39723310564589e+000	(-4.36836368245774e-002dB,-1.21167291086328e-001°)
9.41889596522792e+000	(-4.36836394087323e-002dB,-1.21446610541534e-001°)
9.44060876285874e+000	(-4.36836420048102e-002dB,-1.21726573894599e-001°)
9.46237161365744e+000	(-4.36836446128508e-002dB,-1.22007182629859e-001°)
9.48418463300848e+000	(-4.36836472329413e-002dB,-1.22288438235075e-001°)
9.50604793656232e+000	(-4.36836498651244e-002dB,-1.22570342201437e-001°)
9.52796164023602e+000	(-4.36836525094437e-002dB,-1.22852896023569e-001°)
9.54992586021386e+000	(-4.36836551659893e-002dB,-1.23136101199548e-001°)
9.57194071294794e+000	(-4.36836578347971e-002dB,-1.23419959230894e-001°)
9.59400631515883e+000	(-4.36836605159011e-002dB,-1.23704471622598e-001°)
9.61612278383614e+000	(-4.36836632094281e-002dB,-1.23989639883116e-001°)
9.63829023623920e+000	(-4.36836659153539e-002dB,-1.24275465524381e-001°)
9.66050878989762e+000	(-4.36836686337552e-002dB,-1.24561950061815e-001°)
9.68277856261198e+000	(-4.36836713647190e-002dB,-1.24849095014325e-001°)
9.70509967245438e+000	(-4.36836741082766e-002dB,-1.25136901904331e-001°)
9.72747223776914e+000	(-4.36836768645218e-002dB,-1.25425372257751e-001°)
9.74989637717335e+000	(-4.36836796334527e-002dB,-1.25714507604032e-001°)
9.77237220955759e+000	(-4.36836824152312e-002dB,-1.26004309476137e-001°)
9.79489985408647e+000	(-4.36836852097855e-002dB,-1.26294779410570e-001°)
9.81747943019932e+000	(-4.36836880172563e-002dB,-1.26585918947368e-001°)
9.84011105761082e+000	(-4.36836908377219e-002dB,-1.26877729630132e-001°)
9.86279485631158e+000	(-4.36836936711660e-002dB,-1.27170213006008e-001°)
9.88553094656886e+000	(-4.36836965176844e-002dB,-1.27463370625715e-001°)
9.90831944892715e+000	(-4.36836993773722e-002dB,-1.27757204043546e-001°)
9.93116048420881e+000	(-4.36837022502361e-002dB,-1.28051714817376e-001°)
9.95405417351474e+000	(-4.36837051363410e-002dB,-1.28346904508672e-001°)
9.97700063822500e+000	(-4.36837080358228e-002dB,-1.28642774682501e-001°)
9.99999999999947e+000	(-4.36837109486783e-002dB,-1.28939326907540e-001°)
1.00230523807785e+001	(-4.36837138749223e-002dB,-1.29236562756072e-001°)
1.00461579027834e+001	(-4.36837168147359e-002dB,-1.29534483804021e-001°)
1.00693166885175e+001	(-4.36837197680920e-002dB,-1.29833091630929e-001°)
1.00925288607663e+001	(-4.36837227350874e-002dB,-1.30132387819987e-001°)
1.01157945425984e+001	(-4.36837257157611e-002dB,-1.30432373958033e-001°)
1.01391138573662e+001	(-4.36837287102059e-002dB,-1.30733051635566e-001°)
1.01624869287064e+001	(-4.36837317184647e-002dB,-1.31034422446746e-001°)
1.01859138805406e+001	(-4.36837347405935e-002dB,-1.31336487989415e-001°)
1.02093948370762e+001	(-4.36837377767348e-002dB,-1.31639249865090e-001°)
1.02329299228070e+001	(-4.36837408268218e-002dB,-1.31942709678989e-001°)
1.02565192625135e+001	(-4.36837438910445e-002dB,-1.32246869040023e-001°)
1.02801629812642e+001	(-4.36837469693504e-002dB,-1.32551729560815e-001°)
1.03038612044156e+001	(-4.36837500618966e-002dB,-1.32857292857708e-001°)
1.03276140576134e+001	(-4.36837531687307e-002dB,-1.33163560550764e-001°)
1.03514216667929e+001	(-4.36837562899116e-002dB,-1.33470534263787e-001°)
1.03752841581796e+001	(-4.36837594254589e-002dB,-1.33778215624323e-001°)
1.03992016582900e+001	(-4.36837625754994e-002dB,-1.34086606263662e-001°)
1.04231742939325e+001	(-4.36837657400864e-002dB,-1.34395707816867e-001°)
1.04472021922074e+001	(-4.36837689192724e-002dB,-1.34705521922760e-001°)
1.04712854805084e+001	(-4.36837721131271e-002dB,-1.35016050223946e-001°)
1.04954242865226e+001	(-4.36837753217415e-002dB,-1.35327294366815e-001°)
1.05196187382317e+001	(-4.36837785451594e-002dB,-1.35639256001553e-001°)
1.05438689639120e+001	(-4.36837817834349e-002dB,-1.35951936782150e-001°)
1.05681750921360e+001	(-4.36837850366815e-002dB,-1.36265338366407e-001°)
1.05925372517723e+001	(-4.36837883049399e-002dB,-1.36579462415950e-001°)
1.06169555719867e+001	(-4.36837915882653e-002dB,-1.36894310596233e-001°)
1.06414301822426e+001	(-4.36837948867886e-002dB,-1.37209884576550e-001°)
1.06659612123020e+001	(-4.36837982005145e-002dB,-1.37526186030043e-001°)
1.06905487922260e+001	(-4.36838015295489e-002dB,-1.37843216633711e-001°)
